"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"5698",30339,68,1,0,3609,1,0,0,0,0,3381,22,0,1,0,0,"AA-107989","2018-10-09",0.65646307401495,0.00179785729221074
"5699",30338,68,1,0,3610,1,0,0,0,0,3400,21,0,1,0,0,"AA-107988","2018-10-09",0.654912213884598,0.00171208222228016
"5700",30337,68,1,0,3611,1,0,0,0,0,3338,22,0,1,0,0,"AA-107987","2018-10-09",0.659986489679808,0.00180750688073643
"5701",30336,68,1,0,3612,1,0,0,0,0,3382,16,0,1,0,0,"AA-107986","2018-10-09",0.656381358315297,0.00130736981613902
"5702",30335,68,1,0,3613,1,0,0,0,0,3350,14,0,1,0,0,"AA-107985","2018-10-09",0.659001312866216,0.00114851467448363
"5703",30334,68,1,0,3614,1,0,0,0,0,3386,16,0,1,0,0,"AA-107984","2018-10-09",0.656054597222699,0.00130671897865843
"5704",30333,68,1,0,3615,1,0,0,0,0,3391,14,0,1,0,0,"AA-107983","2018-10-09",0.655646374600554,0.00114266765148858
"5705",30332,68,1,0,3616,1,0,0,0,0,3382,15,0,1,0,0,"AA-107982","2018-10-09",0.656381358315297,0.00122565920263033
"5706",30331,68,1,0,3617,1,0,0,0,0,3371,16,0,1,0,0,"AA-107981","2018-10-09",0.657280790742885,0.00130916129115974
"5707",30330,68,1,0,3618,1,0,0,0,0,3389,14,0,1,0,0,"AA-107980","2018-10-09",0.655809633159123,0.00114295218028479
"5708",30329,68,1,0,3619,1,0,0,0,0,3367,15,0,1,0,0,"AA-107979","2018-10-09",0.657608162565651,0.00122795001101516
"5740",27114,69,11,0,100,1,0,0,0,0,124,14,0.0012,1,0,0,"ETH-81589"," ",0.984682204238651,0.00171611488352311
"5741",27113,69,11,0,101,1,0,0,0,0,126,14,0.0012,1,0,0,"ETH-81588"," ",0.984437075486062,0.00171568767045996
"5742",27112,69,11,0,102,1,0,0,0,0,133,13,0.001,1,0,0,"ETH-81587"," ",0.983579605307186,0.00159175088621853
"5743",27111,69,11,0,103,1,0,0,0,0,126,14,0.001,1,0,0,"ETH-81586"," ",0.984437075486062,0.00171568767045996
"5744",27110,69,11,0,104,1,0,0,0,0,135,13,0.001,1,0,0,"ETH-81585"," ",0.983334751037774,0.001591354632577
"5745",27109,69,11,0,105,1,0,0,0,0,125,14,0.001,1,0,0,"ETH-81584"," ",0.984559632233552,0.00171590126369597
"5746",27108,69,11,0,106,1,0,0,0,0,139,13,0.001,1,0,0,"ETH-81583"," ",0.982845225347308,0.00159056242120192
"5747",27107,69,11,0,107,1,0,0,0,0,134,14,0.001,1,0,0,"ETH-81582"," ",0.983457170552218,0.00171397988145538
"5748",27106,69,11,0,108,1,0,0,0,0,134,13,0.001,1,0,0,"ETH-81581"," ",0.983457170552218,0.00159155274706571
"5749",27105,69,11,0,109,1,0,0,0,0,130,13,0.001,1,0,0,"ETH-81580"," ",0.983947001034213,0.00159234545169237
"5750",27104,69,11,0,110,1,0,0,0,0,139,13,0.001,1,0,0,"ETH-81579"," ",0.982845225347308,0.00159056242120192
"5751",27103,69,11,0,111,1,0,0,0,0,121,13,0.001,1,0,0,"ETH-81578"," ",0.985050011818602,0.00159413048097122
"5752",27102,69,11,0,112,1,0,0,0,0,141,13,0.001,1,0,0,"ETH-81577"," ",0.982600553895909,0.00159016646341925
"5753",27101,69,11,0,113,1,0,0,0,0,110,13,0.001,1,0,0,"ETH-81576"," ",0.986399815423171,0.00159631490109563
"5754",27100,69,11,0,114,1,0,0,0,0,121,13,0.001,1,0,0,"ETH-81575"," ",0.985050011818602,0.00159413048097122
"5755",27099,69,11,0,115,1,0,0,0,0,126,13,0.001,1,0,0,"ETH-81574"," ",0.984437075486062,0.00159313855114139
"5756",27098,69,11,0,116,1,0,0,0,0,127,13,0.001,1,0,0,"ETH-81573"," ",0.984314533994282,0.00159294023925379
"5757",27097,69,11,0,117,1,0,0,0,0,103,13,0.001,1,0,0,"ETH-81572"," ",0.98725974421959,0.00159770654485929
"5758",27096,69,11,0,118,1,0,0,0,0,100,13,0.001,1,0,0,"ETH-81571"," ",0.987628514586051,0.00159830333494568
"5759",27095,69,11,0,119,1,0,0,0,0,98,13,0.001,1,0,0,"ETH-81570"," ",0.987874438019687,0.00159870131884177
"5760",27094,69,11,0,120,1,0,0,0,0,101,13,0.001,1,0,0,"ETH-81569"," ",0.987505575827936,0.00159810438015227
"5761",27093,69,11,0,121,1,0,0,0,0,95,13,0.001,1,0,0,"ETH-81568"," ",0.988243437992246,0.00159929848050532
"5762",27092,69,11,0,122,1,0,0,0,0,81,13,0.001,1,0,0,"ETH-81567"," ",0.989967261145358,0.00160208818559563
"5763",27091,69,11,0,123,1,0,0,0,0,101,13,0.001,1,0,0,"ETH-81566"," ",0.987505575827936,0.00159810438015227
"5764",27090,69,11,0,124,1,0,0,0,0,86,13,0.001,1,0,0,"ETH-81565"," ",0.989351265109521,0.00160109130417326
"5765",27089,69,11,0,125,1,0,0,0,0,86,13,0.001,1,0,0,"ETH-81564"," ",0.989351265109521,0.00160109130417326
"5766",27088,69,11,0,126,1,0,0,0,0,103,13,0.001,1,0,0,"ETH-81563"," ",0.98725974421959,0.00159770654485929
"5767",27087,69,11,0,127,1,0,0,0,0,119,13,0.001,1,0,0,"ETH-81562"," ",0.98529529319478,0.00159452742581005
"5768",27086,69,11,0,128,1,0,0,0,0,106,13,0.001,1,0,0,"ETH-81561"," ",0.986891111548205,0.0015971099776082
"5769",27085,69,11,0,129,1,0,0,0,0,94,14,0.001,1,0,0,"ETH-81560"," ",0.988366468609951,0.00172253585964637
"5770",27084,69,11,0,130,1,0,0,0,0,114,14,0.001,1,0,0,"ETH-81559"," ",0.985908763876166,0.00171825254503502
"5771",27083,69,11,0,131,1,0,0,0,0,92,14,0.001,1,0,0,"ETH-81558"," ",0.988612575797079,0.0017229647779359
"5772",27082,69,11,0,132,1,0,0,0,0,107,14,0.001,1,0,0,"ETH-81557"," ",0.986768264581096,0.00171975049223644
"5773",27081,69,11,0,133,1,0,0,0,0,97,14,0.001,1,0,0,"ETH-81556"," ",0.98799742269902,0.00172189268240835
"5774",27080,69,11,0,134,1,0,0,0,0,113,14,0.001,1,0,0,"ETH-81555"," ",0.986031503840387,0.00171846645758315
"5775",27079,69,11,0,135,1,0,0,0,0,125,14,0.001,1,0,0,"ETH-81554"," ",0.984559632233552,0.00171590126369597
"5776",27078,69,11,0,136,1,0,0,0,0,82,14,0.001,1,0,0,"ETH-81553"," ",0.989844031263007,0.00172511097195096
"5777",27077,69,11,0,137,1,0,0,0,0,103,14,0.001,1,0,0,"ETH-81552"," ",0.98725974421959,0.00172060704831
"5778",27076,69,11,0,138,1,0,0,0,0,91,14,0.001,1,0,0,"ETH-81551"," ",0.988735652370315,0.00172317927712989
"5779",27075,69,11,0,139,1,0,0,0,0,112,14,0.001,1,0,0,"ETH-81550"," ",0.986154259085026,0.00171868039676215
"5780",27074,69,11,0,140,1,0,0,0,0,126,14,0.001,1,0,0,"ETH-81549"," ",0.984437075486062,0.00171568767045996
"5781",27073,69,11,0,141,1,0,0,0,0,140,14,0.001,1,0,0,"ETH-81548"," ",0.982722882007036,0.00171270015537141
"5782",27072,69,11,0,142,1,0,0,0,0,150,14,0.001,1,0,0,"ETH-81547"," ",0.981500285894599,0.00171056940153422
"5783",27071,69,11,0,143,1,0,0,0,0,161,14,0.001,1,0,0,"ETH-81546"," ",0.980157186876258,0.00170822863391854
"5784",27070,69,11,0,144,1,0,0,0,0,159,14,0.001,1,0,0,"ETH-81545"," ",0.980401249919538,0.00170865398965188
"5785",27069,69,11,0,145,1,0,0,0,0,150,14,0.001,1,0,0,"ETH-81544"," ",0.981500285894599,0.00171056940153422
"5786",27068,69,11,0,146,1,0,0,0,0,157,14,0.001,1,0,0,"ETH-81543"," ",0.980645373735488,0.00170907945130049
"5787",27067,69,11,0,147,1,0,0,0,0,164,14,0.001,1,0,0,"ETH-81542"," ",0.979791206227001,0.00170759079885199
"5788",27066,69,11,0,148,1,0,0,0,0,149,14,0.001,1,0,0,"ETH-81541"," ",0.981622477028695,0.00171078235757522
"5789",27065,69,11,0,149,1,0,0,0,0,129,14,0.001,1,0,0,"ETH-81540"," ",0.984069496770256,0.0017150470502656
"5790",27064,69,11,0,150,1,0,0,0,0,159,14,0.001,1,0,0,"ETH-81539"," ",0.980401249919538,0.00170865398965188
"5791",27063,69,11,0,151,1,0,0,0,0,147,14,0.001,1,0,0,"ETH-81538"," ",0.981866904935059,0.00171120834919592
"5792",27062,69,11,0,152,1,0,0,0,0,164,14,0.001,1,0,0,"ETH-81537"," ",0.979791206227001,0.00170759079885199
"5793",27061,69,11,0,153,1,0,0,0,0,179,14,0.001,1,0,0,"ETH-81536"," ",0.977963351761859,0.00170440519415735
"5794",27060,69,11,0,154,1,0,0,0,0,200,14,0.001,1,0,0,"ETH-81535"," ",0.975410082823449,0.00169995532920805
"5795",27059,69,11,0,155,1,0,0,0,0,204,14,0.001,1,0,0,"ETH-81534"," ",0.974924502207308,0.00169910905401498
"5796",27058,69,11,0,156,1,0,0,0,0,220,13,0.001,1,0,0,"ETH-81533"," ",0.972984595866867,0.00157460472379799
"5797",27057,69,11,0,157,1,0,0,0,0,249,13,0.001,1,0,0,"ETH-81532"," ",0.96947834887213,0.0015689304786926
"5798",27056,69,11,0,158,1,0,0,0,0,233,13,0.001,1,0,0,"ETH-81531"," ",0.97141126456667,0.00157205856334703
"5799",27055,69,11,0,159,1,0,0,0,0,223,13,0.001,1,0,0,"ETH-81530"," ",0.97262129338959,0.00157401678253015
"5800",27054,69,11,0,160,1,0,0,0,0,245,13,0.001,1,0,0,"ETH-81529"," ",0.969961216922851,0.00156971191584676
"5801",27053,69,11,0,161,1,0,0,0,0,241,13,0.001,1,0,0,"ETH-81528"," ",0.970444325475647,0.0015704937422113
"5802",27052,69,11,0,162,1,0,0,0,0,205,13,0.001,1,0,0,"ETH-81527"," ",0.974803144828712,0.001577547725977
"5803",27051,69,11,0,163,1,0,0,0,0,235,13,0.001,1,0,0,"ETH-81526"," ",0.971169439508281,0.00157166721195166
"5804",27050,69,11,0,164,1,0,0,0,0,195,13,0.001,1,0,0,"ETH-81525"," ",0.976017398713694,0.00157951278268119
"5805",27049,69,11,0,165,1,0,0,0,0,201,13,0.001,1,0,0,"ETH-81524"," ",0.975288665000388,0.00157833345512325
"5806",27048,69,11,0,166,1,0,0,0,0,209,13,0.001,1,0,0,"ETH-81523"," ",0.974317866359668,0.00157676238798403
"5807",27047,69,11,0,167,1,0,0,0,0,207,13,0.001,1,0,0,"ETH-81522"," ",0.974560475388883,0.00157715500809853
"5808",27046,69,11,0,168,1,0,0,0,0,205,13,0.001,1,0,0,"ETH-81521"," ",0.974803144828712,0.001577547725977
"5809",27045,69,11,0,169,1,0,0,0,0,203,13,0.001,1,0,0,"ETH-81520"," ",0.975045874694198,0.00157794054164379
"5810",27044,69,11,0,170,1,0,0,0,0,196,13,0.001,1,0,0,"ETH-81519"," ",0.975895905292713,0.00157931616691215
"5811",27043,69,11,0,171,1,0,0,0,0,204,13,0.001,1,0,0,"ETH-81518"," ",0.974924502207308,0.00157774412158534
"5812",27042,69,11,0,172,1,0,0,0,0,191,13,0.001,1,0,0,"ETH-81517"," ",0.976503523668764,0.00158029949056317
"5813",27041,69,11,0,173,1,0,0,0,0,165,13,0.001,1,0,0,"ETH-81516"," ",0.979669243047196,0.0015854226515142
"5814",27040,69,11,0,174,1,0,0,0,0,169,13,0.001,1,0,0,"ETH-81515"," ",0.979181542127316,0.0015846333932099
"5815",27039,69,11,0,175,1,0,0,0,0,183,13,0.001,1,0,0,"ETH-81514"," ",0.977476500072222,0.00158187408202899
"5816",27038,69,11,0,176,1,0,0,0,0,162,13,0.001,1,0,0,"ETH-81513"," ",0.980035178139642,0.00158601485320744
"5817",27037,69,11,0,177,1,0,0,0,0,193,13,0.001,1,0,0,"ETH-81512"," ",0.976260430933234,0.00157990608765493
"5818",27036,69,11,0,178,1,0,0,0,0,182,13,0.001,1,0,0,"ETH-81511"," ",0.977598190268152,0.00158207101624374
"5819",27035,69,11,0,179,1,0,0,0,0,207,13,0.001,1,0,0,"ETH-81510"," ",0.974560475388883,0.00157715500809853
"5820",27034,69,11,0,180,1,0,0,0,0,191,13,0.001,1,0,0,"ETH-81509"," ",0.976503523668764,0.00158029949056317
"5821",27033,69,11,0,181,1,0,0,0,0,187,13,0.001,1,0,0,"ETH-81508"," ",0.976989890748075,0.00158108659028071
"5822",27032,69,11,0,182,1,0,0,0,0,191,13,0.001,1,0,0,"ETH-81507"," ",0.976503523668764,0.00158029949056317
"5823",27031,69,10,0,596,1,0,0,0,0,599,15,0.0012,1,0,0,"ETH-85886"," ",0.92814490622545,0.00173312256857734
"5824",27030,69,10,0,597,1,0,0,0,0,573,15,0.0012,1,0,0,"ETH-85885"," ",0.931153852168207,0.00173874116550767
"5825",27029,69,10,0,598,1,0,0,0,0,590,15,0.0012,1,0,0,"ETH-85884"," ",0.929185362510155,0.00173506540989074
"5826",27028,69,10,0,601,1,0,0,0,0,601,15,0.0012,1,0,0,"ETH-85881"," ",0.927913851980633,0.00173269112158714
"5827",27027,69,10,0,603,1,0,0,0,0,579,15,0.0012,1,0,0,"ETH-85879"," ",0.930458615377097,0.00173744295165647
"5828",27026,69,10,0,604,1,0,0,0,0,597,15,0.0012,1,0,0,"ETH-85878"," ",0.928376018003695,0.00173355412299955
"5829",27025,69,10,0,605,1,0,0,0,0,591,13,0.001,1,0,0,"ETH-85877"," ",0.92906969868227,0.00150353617364241
"5830",27024,69,10,0,606,1,0,0,0,0,566,14,0.0012,1,0,0,"ETH-85876"," ",0.931965618349482,0.00162423984276021
"5831",27023,69,10,0,607,1,0,0,0,0,570,14,0.0012,1,0,0,"ETH-85875"," ",0.93150166534433,0.00162343126040341
"5832",27022,69,10,0,608,1,0,0,0,0,585,13,0.001,1,0,0,"ETH-85874"," ",0.929763897677642,0.00150465961282327
"5833",27021,69,10,0,609,1,0,0,0,0,598,15,0.0012,1,0,0,"ETH-85873"," ",0.928260454921999,0.00173333833235777
"5834",27020,69,10,0,610,1,0,0,0,0,572,15,0.0012,1,0,0,"ETH-85872"," ",0.9312697754612,0.00173895762877107
"5835",27019,69,10,0,613,1,0,0,0,0,578.450981443286,11.2939209592638,0.001,1,0,0,"ETH-85869"," ",0.930522210111722,0.00130825896823618
"5837",27017,69,10,0,614,1,0,0,0,0,568,13,0.001,1,0,0,"ETH-85868"," ",0.931733612968965,0.00150784725116352
"5838",27016,69,10,0,615,1,0,0,0,0,586,15,0.0012,1,0,0,"ETH-85867"," ",0.929648161834426,0.00173592959386486
"5839",27015,69,10,0,616,1,0,0,0,0,581.040242281445,11.0671172892989,0.001,1,0,0,"ETH-85866"," ",0.930222325080408,0.00128157345659021
"5841",27013,69,10,0,617,1,0,0,0,0,578,13,0.001,1,0,0,"ETH-85865"," ",0.930574452117112,0.00150597135285976
"5842",27012,69,10,0,618,1,0,0,0,0,588,13,0.001,1,0,0,"ETH-85864"," ",0.929416733366158,0.00150409778834309
"5843",27011,69,10,0,619,1,0,0,0,0,579,15,0.0012,1,0,0,"ETH-85863"," ",0.930458615377097,0.00173744295165647
"5844",27010,69,10,0,620,1,0,0,0,0,576,15,0.0012,1,0,0,"ETH-85862"," ",0.93080616886196,0.00173809193737451
"5845",27009,69,10,0,621,1,0,0,0,0,569,15,0.0012,1,0,0,"ETH-85861"," ",0.931617631938061,0.00173960718026527
"5846",27008,69,10,0,622,1,0,0,0,0,587.500420141903,12.0208153969219,0.0012,1,0,0,"ETH-85860"," ",0.929474536468144,0.00139089279460016
"5848",27006,69,10,0,623,1,0,0,0,0,599,13,0.001,1,0,0,"ETH-85859"," ",0.92814490622545,0.00150203955943369
"5849",27005,69,10,0,624,1,0,0,0,0,603.00466824199,10.7935175146779,0.001,1,0,0,"ETH-85858"," ",0.927682316147887,0.00124647769543124
"5851",27003,69,10,0,625,1,0,0,0,0,609,13,0.001,1,0,0,"ETH-85857"," ",0.926990210049239,0.00150017088642352
"5852",27002,69,10,0,626,1,0,0,0,0,601,13,0.001,1,0,0,"ETH-85856"," ",0.927913851980633,0.00150166563870885
"5853",27001,69,10,0,627,1,0,0,0,0,600.586315306973,10.7935339939519,0.001,1,0,0,"ETH-85855"," ",0.927961639064079,0.00124685491053422
"5855",26999,69,10,0,628,1,0,0,0,0,619,13,0.001,1,0,0,"ETH-85854"," ",0.925836950419466,0.00149830453821151
"5856",26998,69,10,0,629,1,0,0,0,0,606,13,0.001,1,0,0,"ETH-85853"," ",0.927336467983351,0.00150073124409107
"5857",26997,69,10,0,630,1,0,0,0,0,632.516852339379,10.7935199738602,0.001,1,0,0,"ETH-85852"," ",0.924280386436377,0.00124190698524191
"5859",26995,69,9,0,17,1,0,0,0,0,164,14,0.001,1,0,0,"ETH-85434"," ",0.979791206227001,0.00170759079885199
"5860",26994,69,9,0,18,1,0,0,0,0,174,13,0.001,1,0,0,"ETH-85433"," ",0.978572257384285,0.00158364737283651
"5861",26993,69,9,0,19,1,0,0,0,0,163,14,0.001,1,0,0,"ETH-85432"," ",0.979913184590519,0.0017078033840741
"5862",26992,69,9,0,20,1,0,0,0,0,174.000186729739,10.7935166101501,0.001,1,0,0,"ETH-85431"," ",0.97857223463705,0.00131485567892278
"5864",26990,69,9,0,21,1,0,0,0,0,166,13,0.001,1,0,0,"ETH-85430"," ",0.979547295049215,0.00158522530009209
"5865",26989,69,9,0,22,1,0,0,0,0,186,13,0.001,1,0,0,"ETH-85429"," ",0.977111520363946,0.00158128342645728
"5866",26988,69,9,0,23,1,0,0,0,0,163,13,0.001,1,0,0,"ETH-85428"," ",0.979913184590519,0.00158581742806881
"5867",26987,69,9,0,24,1,0,0,0,0,167.026889032529,10.7935219996205,0.001,1,0,0,"ETH-85427"," ",0.979422083785214,0.00131599823331879
"5869",26985,69,9,0,25,1,0,0,0,0,148,13,0.001,1,0,0,"ETH-85426"," ",0.981744683374884,0.00158878138726173
"5870",26984,69,9,0,26,1,0,0,0,0,146,13,0.001,1,0,0,"ETH-85425"," ",0.981989141711115,0.00158917700015492
"5871",26983,69,9,0,27,1,0,0,0,0,144,13,0.001,1,0,0,"ETH-85424"," ",0.982233660918445,0.0015895727115573
"5872",26982,69,9,0,28,1,0,0,0,0,154.648011333165,10.4597086402672,0.001,1,0,0,"ETH-85423"," ",0.98093253973752,0.00127726485265926
"5874",26980,69,9,0,29,1,0,0,0,0,138,14,0.001,1,0,0,"ETH-85422"," ",0.982967583918622,0.0017131266245314
"5875",26979,69,9,0,30,1,0,0,0,0,154,14,0.001,1,0,0,"ETH-85421"," ",0.981011673441273,0.00170971784242224
"5876",26978,69,9,0,31,1,0,0,0,0,149,13,0.001,1,0,0,"ETH-85420"," ",0.981622477028695,0.00158858361774842
"5877",26977,69,9,0,32,1,0,0,0,0,138.002987675219,10.7935171754801,0.001,1,0,0,"ETH-85419"," ",0.982967218328264,0.00132076105489356
"5879",26975,69,9,0,33,1,0,0,0,0,136,13,0.001,1,0,0,"ETH-85418"," ",0.983212346761958,0.00159115654274934
"5880",26974,69,9,0,34,1,0,0,0,0,135,13,0.001,1,0,0,"ETH-85417"," ",0.983334751037774,0.001591354632577
"5881",26973,69,9,0,35,1,0,0,0,0,121,13,0.001,1,0,0,"ETH-85416"," ",0.985050011818602,0.00159413048097122
"5882",26972,69,9,0,36,1,0,0,0,0,133.006722267508,10.793517929253,0.001,1,0,0,"ETH-85415"," ",0.983578782217126,0.00132158287323458
"5884",26970,69,9,0,37,1,0,0,0,0,133,13,0.001,1,0,0,"ETH-85414"," ",0.983579605307186,0.00159175088621853
"5885",26969,69,9,0,38,1,0,0,0,0,123,13,0.001,1,0,0,"ETH-85413"," ",0.98480479150326,0.00159373363494863
"5886",26968,69,9,0,39,1,0,0,0,0,132,13,0.001,1,0,0,"ETH-85412"," ",0.983702055304576,0.00159194905003853
"5887",26967,69,9,0,40,1,0,0,0,0,130.324121909531,11.0671184735402,0.001,1,0,0,"ETH-85411"," ",0.983907300754499,0.00135553574809302
"5889",26965,69,9,0,41,1,0,0,0,0,134,14,0.001,1,0,0,"ETH-85410"," ",0.983457170552218,0.00171397988145538
"5890",26964,69,9,0,42,1,0,0,0,0,131,14,0.001,1,0,0,"ETH-85409"," ",0.983824520546286,0.001714620103031
"5891",26963,69,9,0,43,1,0,0,0,0,113,13,0.001,1,0,0,"ETH-85408"," ",0.986031503840387,0.00159571885347006
"5892",26962,69,9,0,44,1,0,0,0,0,123,10.7935165724615,0.001,1,0,0,"ETH-85407"," ",0.98480479150326,0.00132323003083902
"5894",26960,69,9,0,45,1,0,0,0,0,104,14,0.001,1,0,0,"ETH-85406"," ",0.987136851365548,0.00172039286930383
"5895",26959,69,9,0,46,1,0,0,0,0,122,14,0.001,1,0,0,"ETH-85405"," ",0.984927394029277,0.00171654220296401
"5896",26958,69,9,0,47,1,0,0,0,0,78,14,0.001,1,0,0,"ETH-85404"," ",0.990337042848516,0.00172597019791849
"5897",26957,69,9,0,48,1,0,0,0,0,96.0091497514623,10.7935184192052,0.001,1,0,0,"ETH-85403"," ",0.988119297200487,0.00132768378373031
"5899",26955,69,9,0,49,1,0,0,0,0,94,14,0.001,1,0,0,"ETH-85402"," ",0.988366468609951,0.00172253585964637
"5900",26954,69,9,0,50,1,0,0,0,0,128,13,0.001,1,0,0,"ETH-85401"," ",0.984192007756313,0.00159274195205179
"5901",26953,69,9,0,51,1,0,0,0,0,89,13,0.001,1,0,0,"ETH-85400"," ",0.988981851485669,0.00160049347308773
"5902",26952,69,9,0,52,1,0,0,0,0,108.009149751461,10.7935184192052,0.001,1,0,0,"ETH-85399"," ",0.986644309097115,0.00132570192001042
"5904",26950,69,9,0,53,1,0,0,0,0,103,13,0.001,1,0,0,"ETH-85398"," ",0.98725974421959,0.00159770654485929
"5905",26949,69,9,0,54,1,0,0,0,0,129,13,0.001,1,0,0,"ETH-85397"," ",0.984069496770256,0.00159254368953235
"5906",26948,69,9,0,55,1,0,0,0,0,96,13,0.001,1,0,0,"ETH-85396"," ",0.988120422689238,0.00159909940183743
"5907",26947,69,9,0,56,1,0,0,0,0,86.0186729498677,10.7935203413239,0.001,1,0,0,"ETH-85395"," ",0.989348965335451,0.0013293362606767
"5909",26945,69,9,0,57,1,0,0,0,0,75,13,0.001,1,0,0,"ETH-85394"," ",0.990706962675946,0.00160328526264002
"5910",26944,69,9,0,58,1,0,0,0,0,107,13,0.001,1,0,0,"ETH-85393"," ",0.986768264581096,0.00159691117136241
"5911",26943,69,9,0,59,1,0,0,0,0,93,13,0.001,1,0,0,"ETH-85392"," ",0.98848951454426,0.00159969671219661
"5912",26942,69,9,0,60,1,0,0,0,0,113.026889032531,10.7935219996205,0.001,1,0,0,"ETH-85391"," ",0.986028203281591,0.00132487453060701
"5914",26940,69,9,0,61,1,0,0,0,0,98,13,0.001,1,0,0,"ETH-85390"," ",0.987874438019687,0.00159870131884177
"5915",26939,69,9,0,62,1,0,0,0,0,134,13,0.001,1,0,0,"ETH-85389"," ",0.983457170552218,0.00159155274706571
"5916",26938,69,9,0,63,1,0,0,0,0,106,13,0.001,1,0,0,"ETH-85388"," ",0.986891111548205,0.0015971099776082
"5917",26937,69,9,0,64,1,0,0,0,0,126.01195069347,10.7935189845345,0.001,1,0,0,"ETH-85387"," ",0.984435610940191,0.0013227342780698
"5919",26935,69,9,0,65,1,0,0,0,0,105,13,0.001,1,0,0,"ETH-85386"," ",0.987013973809055,0.00159730880860422
"5920",26934,69,9,0,66,1,0,0,0,0,128,13,0.001,1,0,0,"ETH-85385"," ",0.984192007756313,0.00159274195205179
"5921",26933,69,9,0,67,1,0,0,0,0,130,13,0.001,1,0,0,"ETH-85384"," ",0.983947001034213,0.00159234545169237
"5922",26932,69,9,0,68,1,0,0,0,0,114.505648572423,10.7935177125433,0.001,1,0,0,"ETH-85383"," ",0.985846706404587,0.00132463013661526
"5924",26930,69,9,0,69,1,0,0,0,0,112,13,0.001,1,0,0,"ETH-85382"," ",0.986154259085026,0.00159591751127914
"5925",26929,69,9,0,70,1,0,0,0,0,113,13,0.001,1,0,0,"ETH-85381"," ",0.986031503840387,0.00159571885347006
"5926",26928,69,9,0,71,1,0,0,0,0,144,13,0.001,1,0,0,"ETH-85380"," ",0.982233660918445,0.0015895727115573
"5927",26927,69,9,0,72,1,0,0,0,0,141.501167060779,10.7935168080156,0.001,1,0,0,"ETH-85379"," ",0.982539252804123,0.00132018597531139
"5929",26925,69,9,0,73,1,0,0,0,0,136,13,0.001,1,0,0,"ETH-85378"," ",0.983212346761958,0.00159115654274934
"5930",26924,69,9,0,74,1,0,0,0,0,144,13,0.001,1,0,0,"ETH-85377"," ",0.982233660918445,0.0015895727115573
"5931",26923,69,9,0,75,1,0,0,0,0,138,13,0.001,1,0,0,"ETH-85376"," ",0.982967583918622,0.00159076043706487
"5932",26922,69,9,0,76,1,0,0,0,0,142.002987675219,10.7935171754801,0.001,1,0,0,"ETH-85375"," ",0.982477875603672,0.00132010355095947
"5934",26920,69,9,0,77,1,0,0,0,0,146,13,0.001,1,0,0,"ETH-85374"," ",0.981989141711115,0.00158917700015492
"5935",26919,69,9,0,78,1,0,0,0,0,139,13,0.001,1,0,0,"ETH-85373"," ",0.982845225347308,0.00159056242120192
"5936",26918,69,9,0,79,1,0,0,0,0,125,13,0.001,1,0,0,"ETH-85372"," ",0.984559632233552,0.00159333688771769
"5937",26917,69,9,0,80,1,0,0,0,0,134.001680567461,10.7935169116594,0.001,1,0,0,"ETH-85371"," ",0.983456964805181,0.0013214190690295
"5939",26915,69,9,0,81,1,0,0,0,0,115,13,0.001,1,0,0,"ETH-85370"," ",0.985786039190462,0.00159532161203486
"5940",26914,69,9,0,82,1,0,0,0,0,127,13,0.001,1,0,0,"ETH-85369"," ",0.984314533994282,0.00159294023925379
"5941",26913,69,9,0,83,1,0,0,0,0,142,13,0.001,1,0,0,"ETH-85368"," ",0.982478241012031,0.00158996852149339
"5942",26912,69,9,0,84,1,0,0,0,0,136.510503540233,10.7935186924477,0.001,1,0,0,"ETH-85367"," ",0.983149864820588,0.00132100665298375
"5944",26910,69,9,0,85,1,0,0,0,0,127,13,0.001,1,0,0,"ETH-85366"," ",0.984314533994282,0.00159294023925379
"5945",26909,69,9,0,86,1,0,0,0,0,158,13,0.001,1,0,0,"ETH-85365"," ",0.980523304229984,0.00158680479957548
"5946",26908,69,9,0,87,1,0,0,0,0,147,13,0.001,1,0,0,"ETH-85364"," ",0.981866904935059,0.00158897918139621
"5947",26907,69,9,0,88,1,0,0,0,0,127.50116706078,10.7935168080156,0.001,1,0,0,"ETH-85363"," ",0.984253125973133,0.00132248881595082
"5949",26905,69,9,0,89,1,0,0,0,0,130,13,0.001,1,0,0,"ETH-85362"," ",0.983947001034213,0.00159234545169237
"5950",26904,69,9,0,90,1,0,0,0,0,127,13,0.001,1,0,0,"ETH-85361"," ",0.984314533994282,0.00159294023925379
"5951",26903,69,9,0,91,1,0,0,0,0,122,13,0.001,1,0,0,"ETH-85360"," ",0.984927394029277,0.00159393204560944
"5952",26902,69,9,0,92,1,0,0,0,0,139.022594263212,10.7935211327838,0.001,1,0,0,"ETH-85359"," ",0.982842460921503,0.00132059390914397
"5954",26900,69,9,0,93,1,0,0,0,0,110,13,0.001,1,0,0,"ETH-85358"," ",0.986399815423171,0.00159631490109563
"5955",26899,69,9,0,94,1,0,0,0,0,136,13,0.001,1,0,0,"ETH-85357"," ",0.983212346761958,0.00159115654274934
